Subject Bloc Emo Cond Treat Perf
HOF pleasant neupos go OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant pos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 1
HOF pleasant neupos nogo OF 0
HOF pleasant neupos nogo OF 0
HOF pleasant neupos nogo OF 0
HOF pleasant neupos nogo OF 0
HOF pleasant neupos nogo OF 0
HOF pleasant neupos nogo OF 0
HOF pleasant neupos nogo OF 0
HOF pleasant neupos nogo OF 0
HOF pleasant neupos nogo OF 0
HOF pleasant neupos nogo OF 0
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 1
HOF unpleasant neg go ON 0
HOF unpleasant neg go ON 0
HOF unpleasant neg go ON 0
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neuneg go ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 1
HOF unpleasant neg nogo ON 0
HOF unpleasant neg nogo ON 0
HOF unpleasant neg nogo ON 0
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 1
HOF unpleasant neuneg nogo ON 0
HOF unpleasant neuneg nogo ON 0
HOF unpleasant neuneg nogo ON 0
HOF unpleasant neuneg nogo ON 0
HOF unpleasant neuneg nogo ON 0
HOF unpleasant neuneg nogo ON 0
HOF unpleasant neuneg nogo ON 0
HOF unpleasant neuneg nogo ON 0
HOF unpleasant neuneg nogo ON 0
HOF unpleasant neuneg nogo ON 0
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 1
HOF pleasant pos go ON 0
HOF pleasant pos go ON 0
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 1
HOF pleasant neupos go ON 0
HOF pleasant neupos go ON 0
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 1
HOF pleasant pos nogo ON 0
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 1
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
HOF pleasant neupos nogo ON 0
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 1
LIT unpleasant neg go OF 0
LIT unpleasant neg go OF 0
LIT unpleasant neg go OF 0
LIT unpleasant neg go OF 0
LIT unpleasant neg go OF 0
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 1
LIT unpleasant neuneg go OF 0
LIT unpleasant neuneg go OF 0
LIT unpleasant neuneg go OF 0
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 1
LIT unpleasant neg nogo OF 0
LIT unpleasant neg nogo OF 0
LIT unpleasant neg nogo OF 0
LIT unpleasant neg nogo OF 0
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 1
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT unpleasant neuneg nogo OF 0
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 1
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant pos go OF 0
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 1
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant neupos go OF 0
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 1
LIT pleasant pos nogo OF 0
LIT pleasant pos nogo OF 0
LIT pleasant pos nogo OF 0
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 1
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
LIT pleasant neupos nogo OF 0
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 1
MER unpleasant neg go OF 0
MER unpleasant neg go OF 0
MER unpleasant neg go OF 0
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neuneg go OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 1
MER unpleasant neg nogo OF 0
MER unpleasant neg nogo OF 0
MER unpleasant neg nogo OF 0
MER unpleasant neg nogo OF 0
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER unpleasant neuneg nogo OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 1
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant pos go OF 0
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 1
MER pleasant neupos go OF 0
MER pleasant neupos go OF 0
MER pleasant neupos go OF 0
MER pleasant neupos go OF 0
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 1
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant pos nogo OF 0
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 1
MER pleasant neupos nogo OF 0
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
MER unpleasant neg go ON 1
